Temp,Weekday,Month,Hour,Year,kWh/h
12.9,3,6,1,2012,4002
12.7,3,6,2,2012,3857
12.9,3,6,3,2012,3812
12.9,3,6,4,2012,3782
12.8,3,6,5,2012,3873
12.7,3,6,6,2012,4405
12.5,3,6,7,2012,4920
12.3,3,6,8,2012,5305
12.4,3,6,9,2012,5388
12.6,3,6,10,2012,5419
12.6,3,6,11,2012,5269
12.7,3,6,12,2012,5211
12.8,3,6,13,2012,5186
12.9,3,6,14,2012,5122
12.9,3,6,15,2012,5281
13,3,6,16,2012,5404
13,3,6,17,2012,5518
13,3,6,18,2012,5678
12.8,3,6,19,2012,5594
13.1,3,6,20,2012,5647
12.8,3,6,21,2012,5678
12.7,3,6,22,2012,5617
12.6,3,6,23,2012,5129
12.8,4,6,0,2012,4566
12.8,4,6,1,2012,4337
12.7,4,6,2,2012,4246
12.6,4,6,3,2012,4224
12.6,4,6,4,2012,4124
12.8,4,6,5,2012,4193
12.4,4,6,6,2012,4779
12.5,4,6,7,2012,5383
12.5,4,6,8,2012,5615
12.6,4,6,9,2012,5623
12.7,4,6,10,2012,5524
12.7,4,6,11,2012,5303
13.1,4,6,12,2012,5271
13.7,4,6,13,2012,5160
13.7,4,6,14,2012,5099
13.5,4,6,15,2012,5160
13.5,4,6,16,2012,5320
13.3,4,6,17,2012,5410
13.2,4,6,18,2012,5187
13.1,4,6,19,2012,5227
12.7,4,6,20,2012,5356
12.7,4,6,21,2012,5359
12.7,4,6,22,2012,5244
12.7,4,6,23,2012,5076
12.8,5,6,0,2012,4483
13,5,6,1,2012,4215
13,5,6,2,2012,4147
12.9,5,6,3,2012,4131
12.9,5,6,4,2012,3949
12.9,5,6,5,2012,4125
12.9,5,6,6,2012,4695
13.1,5,6,7,2012,5231
13.4,5,6,8,2012,5570
13.5,5,6,9,2012,5722
13.6,5,6,10,2012,5600
13.8,5,6,11,2012,5532
14.1,5,6,12,2012,5379
14.2,5,6,13,2012,5299
14.3,5,6,14,2012,5221
14.4,5,6,15,2012,5328
13.9,5,6,16,2012,5464
14.1,5,6,17,2012,5472
13.8,5,6,18,2012,5404
13.9,5,6,19,2012,5554
13.4,5,6,20,2012,5547
13,5,6,21,2012,5689
12.6,5,6,22,2012,5701
12.3,5,6,23,2012,5358
12.3,6,6,0,2012,4802
11.7,6,6,1,2012,4505
11.4,6,6,2,2012,4429
11.1,6,6,3,2012,4375
11,6,6,4,2012,4223
10.9,6,6,5,2012,4360
11,6,6,6,2012,4757
11.4,6,6,7,2012,5421
12.4,6,6,8,2012,5699
12.9,6,6,9,2012,5836
12.5,6,6,10,2012,5722
12.9,6,6,11,2012,5783
12.5,6,6,12,2012,5506
12.8,6,6,13,2012,5523
12.5,6,6,14,2012,5511
12.4,6,6,15,2012,5617
12.4,6,6,16,2012,5793
12.3,6,6,17,2012,5981
12.5,6,6,18,2012,6271
12.5,6,6,19,2012,6682
12,6,6,20,2012,7055
11.9,6,6,21,2012,7071
12,6,6,22,2012,6941
11.9,6,6,23,2012,6743
11.8,7,6,0,2012,6013
11.8,7,6,1,2012,5426
12.3,7,6,2,2012,5160
12.7,7,6,3,2012,5099
11.5,7,6,4,2012,4985
11,7,6,5,2012,4886
11.6,7,6,6,2012,4939
12.6,7,6,7,2012,5443
13,7,6,8,2012,6267
13.6,7,6,9,2012,6948
13.8,7,6,10,2012,7399
14.1,7,6,11,2012,7390
13.9,7,6,12,2012,6940
13.9,7,6,13,2012,6690
14.4,7,6,14,2012,6415
14.5,7,6,15,2012,6263
15,7,6,16,2012,6149
15.3,7,6,17,2012,6393
15,7,6,18,2012,6765
14.8,7,6,19,2012,7078
14.4,7,6,20,2012,6833
14.2,7,6,21,2012,6584
14.1,7,6,22,2012,6485
14.1,7,6,23,2012,6393
14,1,6,0,2012,5715
13.9,1,6,1,2012,5152
13.6,1,6,2,2012,4833
13.5,1,6,3,2012,4711
13.4,1,6,4,2012,4428
13.4,1,6,5,2012,4368
13.7,1,6,6,2012,4421
13.5,1,6,7,2012,4642
13.5,1,6,8,2012,5488
13.7,1,6,9,2012,6413
13.8,1,6,10,2012,7268
13.7,1,6,11,2012,7252
14.1,1,6,12,2012,7008
13.8,1,6,13,2012,6765
14,1,6,14,2012,6591
14.3,1,6,15,2012,6202
14.4,1,6,16,2012,6034
14.4,1,6,17,2012,6027
14,1,6,18,2012,6053
14,1,6,19,2012,5837
14,1,6,20,2012,5869
13.9,1,6,21,2012,5723
13.9,1,6,22,2012,5465
13.8,1,6,23,2012,5198
13.7,2,6,0,2012,4687
13.8,2,6,1,2012,4330
13.8,2,6,2,2012,4238
13.9,2,6,3,2012,4186
14,2,6,4,2012,4101
13.8,2,6,5,2012,4238
13.9,2,6,6,2012,4749
13.8,2,6,7,2012,5399
13.7,2,6,8,2012,5729
13.7,2,6,9,2012,5798
13.8,2,6,10,2012,5806
13.7,2,6,11,2012,5661
13.8,2,6,12,2012,5646
13.9,2,6,13,2012,5646
13.6,2,6,14,2012,5760
13.5,2,6,15,2012,5920
13.4,2,6,16,2012,6069
13.2,2,6,17,2012,6248
13,2,6,18,2012,6246
13,2,6,19,2012,6185
13.4,2,6,20,2012,6167
13.3,2,6,21,2012,5997
13.3,2,6,22,2012,5819
13.3,2,6,23,2012,5411
13.6,3,6,0,2012,4917
13.6,3,6,1,2012,4550
13.3,3,6,2,2012,4467
12.7,3,6,3,2012,4399
12.3,3,6,4,2012,4344
12.3,3,6,5,2012,4406
12.3,3,6,6,2012,5011
12.4,3,6,7,2012,5445
12.9,3,6,8,2012,5676
13.5,3,6,9,2012,5729
14,3,6,10,2012,5547
14.6,3,6,11,2012,5402
14.9,3,6,12,2012,5386
14.6,3,6,13,2012,5252
14.7,3,6,14,2012,5182
14.9,3,6,15,2012,5305
14.7,3,6,16,2012,5350
14.7,3,6,17,2012,5343
14.8,3,6,18,2012,5358
14.6,3,6,19,2012,5388
14.4,3,6,20,2012,5472
14.5,3,6,21,2012,5343
14.5,3,6,22,2012,5290
14.4,3,6,23,2012,5209
14.4,4,6,0,2012,4589
14,4,6,1,2012,4269
12.2,4,6,2,2012,4139
11.2,4,6,3,2012,4109
10.8,4,6,4,2012,4017
10.7,4,6,5,2012,4094
12,4,6,6,2012,4597
11.7,4,6,7,2012,5148
13.1,4,6,8,2012,5491
13.4,4,6,9,2012,5529
14.1,4,6,10,2012,5448
14.6,4,6,11,2012,5295
14.9,4,6,12,2012,5082
15,4,6,13,2012,5006
15.3,4,6,14,2012,5021
15,4,6,15,2012,5063
14.9,4,6,16,2012,5175
14.7,4,6,17,2012,5244
14.8,4,6,18,2012,5236
14.7,4,6,19,2012,5282
14.6,4,6,20,2012,5304
14.3,4,6,21,2012,5282
14.1,4,6,22,2012,5076
14.1,4,6,23,2012,4939
13.9,5,6,0,2012,4452
13.4,5,6,1,2012,4131
12.9,5,6,2,2012,4064
12.1,5,6,3,2012,3987
11.3,5,6,4,2012,3933
11.1,5,6,5,2012,4018
11.3,5,6,6,2012,4515
11.9,5,6,7,2012,5160
13.2,5,6,8,2012,5472
14.3,5,6,9,2012,5625
15.3,5,6,10,2012,5661
15.5,5,6,11,2012,5341
16.2,5,6,12,2012,5118
17.1,5,6,13,2012,5106
18.3,5,6,14,2012,5014
19.1,5,6,15,2012,4960
19.8,5,6,16,2012,5024
20.2,5,6,17,2012,5243
20.6,5,6,18,2012,5175
20.9,5,6,19,2012,5122
20.7,5,6,20,2012,5228
20.1,5,6,21,2012,5328
18.3,5,6,22,2012,5274
17.8,5,6,23,2012,5046
16.5,6,6,0,2012,4489
17.4,6,6,1,2012,4132
17.2,6,6,2,2012,3933
16.5,6,6,3,2012,3827
15.8,6,6,4,2012,3706
15.3,6,6,5,2012,3827
15,6,6,6,2012,4238
15.6,6,6,7,2012,4846
16.2,6,6,8,2012,5234
17,6,6,9,2012,5443
18.3,6,6,10,2012,5501
19.1,6,6,11,2012,5296
19.2,6,6,12,2012,5264
19.9,6,6,13,2012,5219
19.8,6,6,14,2012,5242
19.8,6,6,15,2012,5336
19.6,6,6,16,2012,5800
18.6,6,6,17,2012,6094
18.7,6,6,18,2012,6500
18.6,6,6,19,2012,6841
17.7,6,6,20,2012,6919
15.4,6,6,21,2012,6880
15.2,6,6,22,2012,6788
14.9,6,6,23,2012,6362
14.4,7,6,0,2012,5588
13.9,7,6,1,2012,5038
13.4,7,6,2,2012,4603
13.2,7,6,3,2012,4445
13.2,7,6,4,2012,4169
13.1,7,6,5,2012,4132
13.2,7,6,6,2012,4292
13.4,7,6,7,2012,4718
14,7,6,8,2012,5714
14.3,7,6,9,2012,6819
14.7,7,6,10,2012,7315
15.4,7,6,11,2012,7055
14.9,7,6,12,2012,6880
14.7,7,6,13,2012,6560
14.8,7,6,14,2012,6507
15.4,7,6,15,2012,6499
15.7,7,6,16,2012,6751
15.4,7,6,17,2012,6895
15.3,7,6,18,2012,7368
14.6,7,6,19,2012,7726
14.6,7,6,20,2012,7406
14.4,7,6,21,2012,7459
14.2,7,6,22,2012,7146
13.9,7,6,23,2012,6942
13.6,1,6,0,2012,6213
13.5,1,6,1,2012,5563
13.8,1,6,2,2012,5084
13.9,1,6,3,2012,4794
14,1,6,4,2012,4551
14.1,1,6,5,2012,4565
14.1,1,6,6,2012,4520
14.1,1,6,7,2012,4886
14.2,1,6,8,2012,5794
14.2,1,6,9,2012,7240
14.2,1,6,10,2012,8174
14.3,1,6,11,2012,8184
14.4,1,6,12,2012,7740
14.4,1,6,13,2012,7136
14.4,1,6,14,2012,6857
14.6,1,6,15,2012,6629
14.7,1,6,16,2012,6682
14.8,1,6,17,2012,6902
13.7,1,6,18,2012,7094
12.9,1,6,19,2012,6797
12.3,1,6,20,2012,6689
12.3,1,6,21,2012,6400
12.1,1,6,22,2012,6217
11.8,1,6,23,2012,5883
11.1,2,6,0,2012,5176
11.4,2,6,1,2012,4695
11.2,2,6,2,2012,4535
10.9,2,6,3,2012,4513
10.7,2,6,4,2012,4421
10.6,2,6,5,2012,4566
11,2,6,6,2012,4942
11.4,2,6,7,2012,5573
11.8,2,6,8,2012,6217
12.2,2,6,9,2012,6751
12.6,2,6,10,2012,6926
13.4,2,6,11,2012,6720
14.4,2,6,12,2012,6583
15.5,2,6,13,2012,6339
15.8,2,6,14,2012,6354
16.3,2,6,15,2012,6606
13.9,2,6,16,2012,6667
17.2,2,6,17,2012,7070
14.4,2,6,18,2012,7101
14.1,2,6,19,2012,6827
14.3,2,6,20,2012,6850
14.6,2,6,21,2012,6693
14.1,2,6,22,2012,6521
14.3,2,6,23,2012,6112
14.8,3,6,0,2012,5404
14.9,3,6,1,2012,4939
14.6,3,6,2,2012,4726
14.2,3,6,3,2012,4543
14.2,3,6,4,2012,4542
14.3,3,6,5,2012,4582
14.5,3,6,6,2012,4962
15.4,3,6,7,2012,5503
15.6,3,6,8,2012,5880
16.5,3,6,9,2012,6111
17.9,3,6,10,2012,6186
18,3,6,11,2012,5875
18.4,3,6,12,2012,5714
19.2,3,6,13,2012,5455
19.4,3,6,14,2012,5326
17.5,3,6,15,2012,5495
17.6,3,6,16,2012,5632
17.4,3,6,17,2012,5909
18.4,3,6,18,2012,5947
17.8,3,6,19,2012,5785
19.5,3,6,20,2012,5795
19.1,3,6,21,2012,5760
17.8,3,6,22,2012,5729
17.3,3,6,23,2012,5585
16.7,4,6,0,2012,4878
16.1,4,6,1,2012,4329
15.4,4,6,2,2012,4124
14.3,4,6,3,2012,4071
14,4,6,4,2012,3957
13.1,4,6,5,2012,4002
12.7,4,6,6,2012,4461
12.7,4,6,7,2012,4953
14.1,4,6,8,2012,5470
14.9,4,6,9,2012,5858
16.2,4,6,10,2012,6048
16.6,4,6,11,2012,5977
17.9,4,6,12,2012,5714
16.9,4,6,13,2012,5501
18.1,4,6,14,2012,5425
18,4,6,15,2012,5364
18.1,4,6,16,2012,5653
17.4,4,6,17,2012,5824
16.7,4,6,18,2012,5944
16.5,4,6,19,2012,5952
15.9,4,6,20,2012,6050
16,4,6,21,2012,5889
16.1,4,6,22,2012,5753
15.8,4,6,23,2012,5559
15.7,5,6,0,2012,4947
15.7,5,6,1,2012,4390
15.2,5,6,2,2012,4223
12.2,5,6,3,2012,4083
12.1,5,6,4,2012,3949
12.4,5,6,5,2012,4002
13.2,5,6,6,2012,4467
14,5,6,7,2012,4953
15.1,5,6,8,2012,5478
15.7,5,6,9,2012,5882
15.4,5,6,10,2012,6111
15.8,5,6,11,2012,5828
16,5,6,12,2012,5676
16.1,5,6,13,2012,5479
15.9,5,6,14,2012,5577
15.7,5,6,15,2012,5605
15.7,5,6,16,2012,5676
15.7,5,6,17,2012,5813
15.6,5,6,18,2012,5920
15.5,5,6,19,2012,6052
15.4,5,6,20,2012,5981
15.4,5,6,21,2012,5897
15.4,5,6,22,2012,5814
15.3,5,6,23,2012,5726
14.7,6,6,0,2012,4939
14.8,6,6,1,2012,4459
14.8,6,6,2,2012,4238
14.7,6,6,3,2012,4094
14.1,6,6,4,2012,3972
14.2,6,6,5,2012,3972
13.9,6,6,6,2012,4422
13.6,6,6,7,2012,5068
13.8,6,6,8,2012,5765
14.1,6,6,9,2012,6339
15.3,6,6,10,2012,6491
15.8,6,6,11,2012,6804
15.8,6,6,12,2012,6713
14.9,6,6,13,2012,6674
17.4,6,6,14,2012,6621
17.9,6,6,15,2012,6827
17,6,6,16,2012,6972
17.1,6,6,17,2012,7123
16.5,6,6,18,2012,7505
15.8,6,6,19,2012,7657
15.7,6,6,20,2012,7483
15.8,6,6,21,2012,7291
15.2,6,6,22,2012,7071
15.2,6,6,23,2012,6704
15,7,6,0,2012,5936
14.8,7,6,1,2012,5254
14.7,7,6,2,2012,4855
14.8,7,6,3,2012,4627
15,7,6,4,2012,4489
15.1,7,6,5,2012,4391
15.1,7,6,6,2012,4451
14.9,7,6,7,2012,4901
15,7,6,8,2012,5903
14.9,7,6,9,2012,7033
14.7,7,6,10,2012,7825
14.9,7,6,11,2012,7871
14.9,7,6,12,2012,7817
15,7,6,13,2012,7597
15.5,7,6,14,2012,7245
15.7,7,6,15,2012,7124
15.5,7,6,16,2012,7162
15.6,7,6,17,2012,7581
15.7,7,6,18,2012,7856
15.5,7,6,19,2012,8008
15.6,7,6,20,2012,7725
15.5,7,6,21,2012,7437
15.4,7,6,22,2012,7291
15.3,7,6,23,2012,7002
15.3,1,7,0,2012,6134
15.3,1,7,1,2012,5522
15.3,1,7,2,2012,5099
15.3,1,7,3,2012,4771
15.3,1,7,4,2012,4475
15.2,1,7,5,2012,4368
15.3,1,7,6,2012,4421
15.7,1,7,7,2012,4725
15.5,1,7,8,2012,5653
15.2,1,7,9,2012,6888
14.6,1,7,10,2012,8104
14.7,1,7,11,2012,8549
14.5,1,7,12,2012,8505
14.4,1,7,13,2012,7916
14.9,1,7,14,2012,7497
15,1,7,15,2012,7398
15,1,7,16,2012,7277
15.3,1,7,17,2012,7230
15.4,1,7,18,2012,7109
15.4,1,7,19,2012,7040
15.3,1,7,20,2012,6850
15.1,1,7,21,2012,6491
14.9,1,7,22,2012,6378
14.9,1,7,23,2012,6375
14.8,2,7,0,2012,5533
14.5,2,7,1,2012,4871
14.2,2,7,2,2012,4634
14.1,2,7,3,2012,4588
14,2,7,4,2012,4429
13.8,2,7,5,2012,4498
13.7,2,7,6,2012,4865
13.9,2,7,7,2012,5415
14.1,2,7,8,2012,6118
14.3,2,7,9,2012,6766
14.7,2,7,10,2012,7002
14.9,2,7,11,2012,6949
14.9,2,7,12,2012,6697
15.3,2,7,13,2012,6438
15.7,2,7,14,2012,6324
15.5,2,7,15,2012,6179
15.7,2,7,16,2012,6438
15.5,2,7,17,2012,6667
15.6,2,7,18,2012,6781
15.7,2,7,19,2012,6804
15.6,2,7,20,2012,6774
15.6,2,7,21,2012,6811
15.6,2,7,22,2012,6751
15.8,2,7,23,2012,6318
15.7,3,7,0,2012,5541
15.1,3,7,1,2012,4901
15,3,7,2,2012,4528
15,3,7,3,2012,4414
14.9,3,7,4,2012,4268
14.7,3,7,5,2012,4262
14.8,3,7,6,2012,4657
14.8,3,7,7,2012,5223
15.1,3,7,8,2012,5950
15.1,3,7,9,2012,6682
15.5,3,7,10,2012,6880
15.2,3,7,11,2012,6698
15.5,3,7,12,2012,6255
15.7,3,7,13,2012,5951
15.6,3,7,14,2012,5904
16.2,3,7,15,2012,5966
16.3,3,7,16,2012,6187
16.8,3,7,17,2012,6469
17.1,3,7,18,2012,6636
17.7,3,7,19,2012,6674
17.5,3,7,20,2012,6682
16.6,3,7,21,2012,6744
16.7,3,7,22,2012,6742
16.4,3,7,23,2012,6327
16.4,4,7,0,2012,5320
16.1,4,7,1,2012,4664
15.3,4,7,2,2012,4315
15,4,7,3,2012,4269
15,4,7,4,2012,4131
14.9,4,7,5,2012,4094
15.1,4,7,6,2012,4506
15.1,4,7,7,2012,5106
15.6,4,7,8,2012,5760
16.7,4,7,9,2012,6614
17.5,4,7,10,2012,6826
17.8,4,7,11,2012,6713
18.7,4,7,12,2012,6286
19.8,4,7,13,2012,5859
20.2,4,7,14,2012,5745
21,4,7,15,2012,5773
21.6,4,7,16,2012,6050
22.2,4,7,17,2012,6476
21.6,4,7,18,2012,6759
21.7,4,7,19,2012,6613
22.7,4,7,20,2012,6430
21.7,4,7,21,2012,6302
20.1,4,7,22,2012,6323
19,4,7,23,2012,6092
18,5,7,0,2012,5278
17.5,5,7,1,2012,4565
16.8,5,7,2,2012,4208
16.5,5,7,3,2012,4040
16.3,5,7,4,2012,3881
15.9,5,7,5,2012,3911
15.7,5,7,6,2012,4224
16.7,5,7,7,2012,4851
17.5,5,7,8,2012,5637
19.1,5,7,9,2012,6370
20.2,5,7,10,2012,6758
20.2,5,7,11,2012,6355
20.7,5,7,12,2012,6088
20.8,5,7,13,2012,5668
22,5,7,14,2012,5646
22.9,5,7,15,2012,5638
23,5,7,16,2012,5928
23.5,5,7,17,2012,6133
23.4,5,7,18,2012,6400
23,5,7,19,2012,6430
22.5,5,7,20,2012,6385
21.5,5,7,21,2012,6233
20.4,5,7,22,2012,6262
18.8,5,7,23,2012,6125
19.6,6,7,0,2012,5250
18,6,7,1,2012,4467
18.4,6,7,2,2012,4132
18.3,6,7,3,2012,3941
18.2,6,7,4,2012,3797
17.9,6,7,5,2012,3758
17.9,6,7,6,2012,4111
17.9,6,7,7,2012,4680
18.9,6,7,8,2012,5505
19.8,6,7,9,2012,6370
19.6,6,7,10,2012,6904
19.6,6,7,11,2012,6880
21.3,6,7,12,2012,6606
21.4,6,7,13,2012,6438
20.5,6,7,14,2012,6340
20.5,6,7,15,2012,6514
20.8,6,7,16,2012,6735
20.5,6,7,17,2012,7009
20.5,6,7,18,2012,7376
19.8,6,7,19,2012,7695
19.4,6,7,20,2012,7719
18.7,6,7,21,2012,7648
18,6,7,22,2012,7343
17.2,6,7,23,2012,6834
17.4,7,7,0,2012,5842
17.4,7,7,1,2012,4924
17.4,7,7,2,2012,4535
17.4,7,7,3,2012,4300
17.4,7,7,4,2012,4086
17.5,7,7,5,2012,3933
17.4,7,7,6,2012,4010
17.4,7,7,7,2012,4555
17.3,7,7,8,2012,5592
17.3,7,7,9,2012,6880
17.8,7,7,10,2012,7742
17.9,7,7,11,2012,7748
18.2,7,7,12,2012,7421
17.4,7,7,13,2012,7253
16.9,7,7,14,2012,7239
16.9,7,7,15,2012,7116
16.9,7,7,16,2012,7253
17,7,7,17,2012,7642
16.8,7,7,18,2012,8077
16.7,7,7,19,2012,8388
16.9,7,7,20,2012,8023
16.9,7,7,21,2012,7619
16.9,7,7,22,2012,7368
16.8,7,7,23,2012,6933
16.8,1,7,0,2012,6012
16.7,1,7,1,2012,5183
16.8,1,7,2,2012,4680
16.6,1,7,3,2012,4391
16.6,1,7,4,2012,4230
16.5,1,7,5,2012,4048
16.5,1,7,6,2012,4094
16.3,1,7,7,2012,4406
16.3,1,7,8,2012,5370
16.4,1,7,9,2012,6796
16.7,1,7,10,2012,7871
16.7,1,7,11,2012,8000
17,1,7,12,2012,7726
17.2,1,7,13,2012,7322
17.6,1,7,14,2012,7116
17.7,1,7,15,2012,7002
17.7,1,7,16,2012,6842
17.9,1,7,17,2012,6865
17.8,1,7,18,2012,7105
17.8,1,7,19,2012,6842
18.1,1,7,20,2012,6865
18,1,7,21,2012,6880
17.7,1,7,22,2012,6819
17.7,1,7,23,2012,6381
17.8,2,7,0,2012,5434
17.7,2,7,1,2012,4634
17.4,2,7,2,2012,4292
17.3,2,7,3,2012,4101
17.1,2,7,4,2012,3972
17.3,2,7,5,2012,3971
17.2,2,7,6,2012,4310
17.1,2,7,7,2012,4937
17.4,2,7,8,2012,5859
17.5,2,7,9,2012,6689
18.1,2,7,10,2012,6880
18.4,2,7,11,2012,6614
18.6,2,7,12,2012,6324
18.3,2,7,13,2012,6446
18.3,2,7,14,2012,6179
18.2,2,7,15,2012,6110
18.4,2,7,16,2012,6286
18.4,2,7,17,2012,6606
18.3,2,7,18,2012,6888
18.3,2,7,19,2012,6856
18.2,2,7,20,2012,6827
17.9,2,7,21,2012,6713
17.6,2,7,22,2012,6773
17.6,2,7,23,2012,6575
17.1,3,7,0,2012,5568
16.3,3,7,1,2012,4720
15.5,3,7,2,2012,4307
15,3,7,3,2012,4131
14.7,3,7,4,2012,3972
15.1,3,7,5,2012,3918
15.3,3,7,6,2012,4271
15.8,3,7,7,2012,4929
17.3,3,7,8,2012,5730
17.1,3,7,9,2012,6819
18.8,3,7,10,2012,7185
18.9,3,7,11,2012,7032
19,3,7,12,2012,6674
20.2,3,7,13,2012,6302
19.2,3,7,14,2012,6186
18.8,3,7,15,2012,6652
18.1,3,7,16,2012,6903
18.7,3,7,17,2012,7162
18.3,3,7,18,2012,7390
17.5,3,7,19,2012,7464
17.4,3,7,20,2012,7635
17,3,7,21,2012,7565
16.9,3,7,22,2012,7360
16.6,3,7,23,2012,6781
16.6,4,7,0,2012,5735
16.1,4,7,1,2012,4924
15.8,4,7,2,2012,4543
15.8,4,7,3,2012,4398
15.6,4,7,4,2012,4208
15.7,4,7,5,2012,4208
15,4,7,6,2012,4550
15.2,4,7,7,2012,5216
15.1,4,7,8,2012,6186
15.1,4,7,9,2012,7551
14.6,4,7,10,2012,8229
15.9,4,7,11,2012,8130
16.2,4,7,12,2012,7786
16.1,4,7,13,2012,7429
15.8,4,7,14,2012,7307
16.1,4,7,15,2012,7055
16.2,4,7,16,2012,7353
16.1,4,7,17,2012,7573
16.2,4,7,18,2012,7690
16.3,4,7,19,2012,7756
16.3,4,7,20,2012,7668
16.1,4,7,21,2012,7535
16,4,7,22,2012,7536
15.9,4,7,23,2012,7161
14.6,5,7,0,2012,6118
14.3,5,7,1,2012,5234
14.5,5,7,2,2012,4780
14.3,5,7,3,2012,4604
14.3,5,7,4,2012,4383
13.8,5,7,5,2012,4360
13.8,5,7,6,2012,4660
14,5,7,7,2012,5324
14,5,7,8,2012,6351
13.7,5,7,9,2012,7543
15.3,5,7,10,2012,8114
15.4,5,7,11,2012,7917
15.4,5,7,12,2012,7535
15.3,5,7,13,2012,7193
16.1,5,7,14,2012,6910
16.1,5,7,15,2012,6903
16.5,5,7,16,2012,7048
16.8,5,7,17,2012,7380
16.5,5,7,18,2012,7611
16.5,5,7,19,2012,7634
16.3,5,7,20,2012,7581
16.3,5,7,21,2012,7565
16.2,5,7,22,2012,7597
16.1,5,7,23,2012,7208
16,6,7,0,2012,6194
16.1,6,7,1,2012,5261
16.1,6,7,2,2012,4832
15.9,6,7,3,2012,4612
15.9,6,7,4,2012,4360
15.8,6,7,5,2012,4315
15.6,6,7,6,2012,4642
15.7,6,7,7,2012,5179
15.9,6,7,8,2012,6187
15.7,6,7,9,2012,7424
15.6,6,7,10,2012,8209
14.3,6,7,11,2012,8335
15.4,6,7,12,2012,7962
15.9,6,7,13,2012,7810
16.4,6,7,14,2012,7345
16.4,6,7,15,2012,7208
16.5,6,7,16,2012,7283
16.5,6,7,17,2012,7810
16.3,6,7,18,2012,8244
16.2,6,7,19,2012,8622
16.3,6,7,20,2012,8454
16.4,6,7,21,2012,8139
16.3,6,7,22,2012,8001
16.2,6,7,23,2012,7719
16.1,7,7,0,2012,6757
16.1,7,7,1,2012,5806
16,7,7,2,2012,5219
16,7,7,3,2012,4877
15.9,7,7,4,2012,4658
15.8,7,7,5,2012,4544
15.8,7,7,6,2012,4588
15.8,7,7,7,2012,5103
16,7,7,8,2012,6202
15.8,7,7,9,2012,7698
16.2,7,7,10,2012,8510
16.7,7,7,11,2012,8456
16.7,7,7,12,2012,7944
16.5,7,7,13,2012,7474
16.6,7,7,14,2012,7006
17.1,7,7,15,2012,6865
16.6,7,7,16,2012,7162
16.8,7,7,17,2012,7825
16.9,7,7,18,2012,8378
16.8,7,7,19,2012,8541
16.5,7,7,20,2012,8057
16.6,7,7,21,2012,7741
16.3,7,7,22,2012,7658
16.2,7,7,23,2012,7611
16.1,1,7,0,2012,6637
16.1,1,7,1,2012,5752
15.9,1,7,2,2012,5135
15.8,1,7,3,2012,4846
15.8,1,7,4,2012,4608
15.8,1,7,5,2012,4475
15.5,1,7,6,2012,4550
16.1,1,7,7,2012,4833
16.1,1,7,8,2012,5831
16.3,1,7,9,2012,7482
16.6,1,7,10,2012,8392
17.2,1,7,11,2012,8267
17.8,1,7,12,2012,7680
17.2,1,7,13,2012,7146
17.5,1,7,14,2012,6850
17.3,1,7,15,2012,6788
17.7,1,7,16,2012,6934
18.2,1,7,17,2012,7247
18.6,1,7,18,2012,7709
18.3,1,7,19,2012,7810
19,1,7,20,2012,7627
17.8,1,7,21,2012,7431
18.1,1,7,22,2012,7444
17.4,1,7,23,2012,7184
16.3,2,7,0,2012,6008
15.8,2,7,1,2012,5091
15.2,2,7,2,2012,4665
14.9,2,7,3,2012,4474
14.9,2,7,4,2012,4307
14.7,2,7,5,2012,4353
14.7,2,7,6,2012,4684
14.6,2,7,7,2012,5310
14.8,2,7,8,2012,6324
15.2,2,7,9,2012,7528
15.5,2,7,10,2012,8022
16,2,7,11,2012,7802
15.9,2,7,12,2012,7444
16.2,2,7,13,2012,7094
16.6,2,7,14,2012,6819
17.1,2,7,15,2012,6796
17.2,2,7,16,2012,7154
16.9,2,7,17,2012,7566
17.4,2,7,18,2012,8069
17.2,2,7,19,2012,8434
17.5,2,7,20,2012,8130
17.7,2,7,21,2012,7939
17,2,7,22,2012,7863
16.7,2,7,23,2012,7299
16.5,3,7,0,2012,6080
16.1,3,7,1,2012,5121
15.6,3,7,2,2012,4734
15.1,3,7,3,2012,4558
14.6,3,7,4,2012,4421
14.1,3,7,5,2012,4413
13.8,3,7,6,2012,4741
14.4,3,7,7,2012,5312
15.3,3,7,8,2012,6369
16,3,7,9,2012,7669
16,3,7,10,2012,8167
16.8,3,7,11,2012,7764
17.2,3,7,12,2012,6957
16.7,3,7,13,2012,6713
17.3,3,7,14,2012,6521
17.3,3,7,15,2012,6652
17.5,3,7,16,2012,7101
17.5,3,7,17,2012,7627
17.7,3,7,18,2012,7908
17.8,3,7,19,2012,8252
18,3,7,20,2012,8046
17.6,3,7,21,2012,7840
17.7,3,7,22,2012,7779
17.5,3,7,23,2012,7291
17.3,4,7,0,2012,6184
16.5,4,7,1,2012,5305
14.8,4,7,2,2012,4832
12.9,4,7,3,2012,4642
12.3,4,7,4,2012,4498
11.9,4,7,5,2012,4406
11.7,4,7,6,2012,4725
13.7,4,7,7,2012,5324
14.2,4,7,8,2012,6431
15.3,4,7,9,2012,7729
15.7,4,7,10,2012,8305
16.4,4,7,11,2012,8053
16.3,4,7,12,2012,7342
16.9,4,7,13,2012,6880
17.8,4,7,14,2012,6621
18.2,4,7,15,2012,6591
18,4,7,16,2012,7116
17.2,4,7,17,2012,7444
17.3,4,7,18,2012,7711
17.2,4,7,19,2012,7695
