Temp,Weekday,Month,Hour,Year,kWh/h
-6.7,6,1,1,2010,15280
-7.7,6,1,2,2010,15008
-7.7,6,1,3,2010,14896
-7.9,6,1,4,2010,14712
-8.2,6,1,5,2010,14576
-8.2,6,1,6,2010,14720
-8.2,6,1,7,2010,14928
-7.8,6,1,8,2010,15040
-8,6,1,9,2010,15344
-8,6,1,10,2010,15568
-8,6,1,11,2010,15912
-8.2,6,1,12,2010,16272
-8.2,6,1,13,2010,16416
-7.9,6,1,14,2010,16344
-8.3,6,1,15,2010,16344
-8.5,6,1,16,2010,16432
-8.7,6,1,17,2010,16904
-8.9,6,1,18,2010,17080
-8.7,6,1,19,2010,17112
-8.7,6,1,20,2010,16784
-8.6,6,1,21,2010,16536
-8.4,6,1,22,2010,16344
-8.2,6,1,23,2010,16096
-8.4,7,1,0,2010,15848
-8.9,7,1,1,2010,15464
-9,7,1,2,2010,15128
-9.2,7,1,3,2010,15072
-9.1,7,1,4,2010,15192
-9.7,7,1,5,2010,15280
-8.9,7,1,6,2010,15424
-8.9,7,1,7,2010,15464
-9.5,7,1,8,2010,15784
-10.4,7,1,9,2010,16232
-10.5,7,1,10,2010,16752
-10.2,7,1,11,2010,16976
-9.5,7,1,12,2010,16968
-8.8,7,1,13,2010,16632
-8.9,7,1,14,2010,16328
-9.5,7,1,15,2010,16048
-10.1,7,1,16,2010,16528
-10.5,7,1,17,2010,17256
-10.7,7,1,18,2010,17312
-10.6,7,1,19,2010,17344
-11.3,7,1,20,2010,17312
-11.4,7,1,21,2010,16944
-11.6,7,1,22,2010,16824
-10.7,7,1,23,2010,16528
-12,1,1,0,2010,16176
-12.8,1,1,1,2010,16032
-11.1,1,1,2,2010,15848
-11.2,1,1,3,2010,15656
-10.6,1,1,4,2010,15472
-11.5,1,1,5,2010,15528
-11.2,1,1,6,2010,15560
-9.8,1,1,7,2010,15640
-9.5,1,1,8,2010,15880
-8.7,1,1,9,2010,16032
-8.3,1,1,10,2010,16408
-7.6,1,1,11,2010,16648
-7.2,1,1,12,2010,16576
-6.9,1,1,13,2010,16056
-6.4,1,1,14,2010,15752
-5.3,1,1,15,2010,15600
-4.7,1,1,16,2010,15712
-7.2,1,1,17,2010,16120
-7.2,1,1,18,2010,16056
-7.7,1,1,19,2010,16016
-7.3,1,1,20,2010,15920
-7.4,1,1,21,2010,15664
-7.9,1,1,22,2010,15312
-7.2,1,1,23,2010,15192
-8,2,1,0,2010,14696
-6.4,2,1,1,2010,14208
-7.2,2,1,2,2010,14040
-7.1,2,1,3,2010,13808
-8,2,1,4,2010,13864
-7.8,2,1,5,2010,14008
-6.1,2,1,6,2010,14256
-6.1,2,1,7,2010,14776
-6.3,2,1,8,2010,15360
-6.5,2,1,9,2010,15888
-6.2,2,1,10,2010,15816
-6.4,2,1,11,2010,15848
-6.5,2,1,12,2010,15664
-7.2,2,1,13,2010,15280
-6.3,2,1,14,2010,14912
-6.6,2,1,15,2010,14912
-6.9,2,1,16,2010,15200
-8.6,2,1,17,2010,15904
-7.4,2,1,18,2010,16024
-8.7,2,1,19,2010,16152
-8.9,2,1,20,2010,16032
-9.6,2,1,21,2010,15936
-8.9,2,1,22,2010,15864
-9.5,2,1,23,2010,15528
-8.5,3,1,0,2010,15048
-10.3,3,1,1,2010,14544
-10.2,3,1,2,2010,14408
-10,3,1,3,2010,14432
-11.1,3,1,4,2010,14504
-11.3,3,1,5,2010,14656
-11.6,3,1,6,2010,15056
-12.1,3,1,7,2010,15832
-11.5,3,1,8,2010,16672
-12,3,1,9,2010,16960
-11.7,3,1,10,2010,17008
-12.4,3,1,11,2010,16832
-12.1,3,1,12,2010,16752
-12.3,3,1,13,2010,16544
-12.5,3,1,14,2010,16520
-12.9,3,1,15,2010,16728
-12.9,3,1,16,2010,16992
-12.7,3,1,17,2010,17760
-12.8,3,1,18,2010,17952
-13.5,3,1,19,2010,17936
-14,3,1,20,2010,17872
-14.6,3,1,21,2010,17872
-15.5,3,1,22,2010,17712
-15,3,1,23,2010,17408
-15.4,4,1,0,2010,16816
-15.5,4,1,1,2010,16496
-15.6,4,1,2,2010,16400
-15.6,4,1,3,2010,16432
-15.4,4,1,4,2010,16464
-15.6,4,1,5,2010,16680
-15.2,4,1,6,2010,16960
-15.4,4,1,7,2010,17712
-15.1,4,1,10,2010,11208
-15.2,4,1,11,2010,15000
-14.9,4,1,12,2010,19120
-14.2,4,1,13,2010,19328
-14,4,1,14,2010,19208
-13.8,4,1,15,2010,18720
-13.8,4,1,16,2010,18808
-14.2,4,1,17,2010,19288
-14.2,4,1,18,2010,19392
-14.5,4,1,19,2010,19160
-15,4,1,20,2010,19056
-15.5,4,1,21,2010,18744
-15.5,4,1,22,2010,18656
-15.6,4,1,23,2010,18368
-15.7,5,1,0,2010,17808
-15.7,5,1,1,2010,10072
-16.3,5,1,2,2010,15640
-15.8,5,1,3,2010,17456
-15.6,5,1,4,2010,17376
-16,5,1,5,2010,17432
-16.1,5,1,6,2010,17560
-16,5,1,7,2010,18216
-16.1,5,1,8,2010,18896
-15.9,5,1,9,2010,19224
-15.2,5,1,10,2010,19184
-14.2,5,1,11,2010,19120
-13.6,5,1,12,2010,18656
-12.6,5,1,13,2010,18720
-12,5,1,14,2010,18448
-11.9,5,1,15,2010,18416
-12.1,5,1,16,2010,18416
-12.2,5,1,17,2010,18912
-11.9,5,1,18,2010,19104
-11.5,5,1,19,2010,18856
-11.5,5,1,20,2010,18704
-11.7,5,1,21,2010,18400
-12.6,5,1,22,2010,18184
-12.5,5,1,23,2010,18016
-13.7,6,1,0,2010,17424
-13.8,6,1,1,2010,17064
-13.8,6,1,2,2010,16912
-14,6,1,3,2010,16760
-14,6,1,4,2010,16856
-14.2,6,1,5,2010,17088
-14.9,6,1,6,2010,17312
-14.9,6,1,7,2010,18040
-14.9,6,1,8,2010,18864
-14.7,6,1,9,2010,19072
-15,6,1,10,2010,18816
-14.3,6,1,11,2010,18672
-13.7,6,1,12,2010,18448
-13.2,6,1,13,2010,18200
-13,6,1,14,2010,17920
-13.4,6,1,15,2010,17920
-14.3,6,1,16,2010,18240
-14.4,6,1,17,2010,18696
-14.9,6,1,18,2010,18936
-15.3,6,1,19,2010,19136
-15.8,6,1,20,2010,19136
-16.2,6,1,21,2010,18800
-16.1,6,1,22,2010,18816
-16.1,6,1,23,2010,18584
-16.4,7,1,0,2010,18216
-16.9,7,1,1,2010,17984
-16.6,7,1,2,2010,17760
-17,7,1,3,2010,17592
-16.7,7,1,4,2010,17552
-16.1,7,1,5,2010,17520
-15.9,7,1,6,2010,17768
-15.2,7,1,7,2010,17904
-14.3,7,1,8,2010,18320
-13.8,7,1,9,2010,18816
-13.4,7,1,10,2010,19072
-12.6,7,1,11,2010,19248
-11,7,1,12,2010,19040
-10.3,7,1,13,2010,18776
-10.1,7,1,14,2010,18400
-10.2,7,1,15,2010,18256
-10.5,7,1,16,2010,18304
-10.8,7,1,17,2010,18784
-10.9,7,1,18,2010,19120
-11.3,7,1,19,2010,19176
-11.4,7,1,20,2010,17344
-11.2,7,1,21,2010,15456
-10.7,7,1,22,2010,17048
-10.4,7,1,23,2010,17784
-10.1,1,1,0,2010,17584
-10.3,1,1,1,2010,17392
-10.2,1,1,2,2010,17192
-10.6,1,1,3,2010,16976
-10.7,1,1,4,2010,16992
-10.5,1,1,5,2010,16912
-10,1,1,6,2010,16976
-11,1,1,7,2010,17048
-11.5,1,1,8,2010,17392
-11.6,1,1,9,2010,17696
-10.1,1,1,10,2010,18048
-9.7,1,1,11,2010,18432
-9.1,1,1,12,2010,18192
-8.8,1,1,13,2010,17760
-7.8,1,1,14,2010,17336
-7.9,1,1,15,2010,17352
-8.7,1,1,16,2010,17408
-9.3,1,1,17,2010,17872
-9.6,1,1,18,2010,18064
-9.7,1,1,19,2010,17928
-9.6,1,1,20,2010,17920
-9.4,1,1,21,2010,17792
-9.9,1,1,22,2010,17504
-9.7,1,1,23,2010,17208
-10.1,2,1,0,2010,16848
-9.5,2,1,1,2010,16408
-9.5,2,1,2,2010,16264
-9.7,2,1,3,2010,16256
-9.7,2,1,4,2010,16360
-10,2,1,5,2010,16528
-9.6,2,1,6,2010,16736
-8.9,2,1,7,2010,17408
-8.6,2,1,8,2010,18088
-9,2,1,9,2010,18176
-8.1,2,1,10,2010,17968
-6.8,2,1,11,2010,17664
-5.7,2,1,12,2010,17240
-5.4,2,1,13,2010,16976
-4.1,2,1,14,2010,16592
-4.6,2,1,15,2010,16432
-5.7,2,1,16,2010,16400
-6.4,2,1,17,2010,17256
-6.2,2,1,18,2010,17472
-5.7,2,1,19,2010,17344
-5.3,2,1,20,2010,17048
-5.1,2,1,21,2010,16848
-4.2,2,1,22,2010,16624
-4.3,2,1,23,2010,16336
-4.8,3,1,0,2010,15600
-4.3,3,1,1,2010,15232
-4.5,3,1,2,2010,15088
-5.6,3,1,3,2010,15136
-5.9,3,1,4,2010,15104
-5.6,3,1,5,2010,15216
-5.3,3,1,6,2010,15536
-5.9,3,1,7,2010,16096
-5.8,3,1,8,2010,16880
-6.5,3,1,9,2010,17016
-6.8,3,1,10,2010,16816
-6.3,3,1,11,2010,16496
-5,3,1,12,2010,16064
-4.3,3,1,13,2010,15744
-3.9,3,1,14,2010,15376
-4.3,3,1,15,2010,15224
-5.8,3,1,16,2010,15392
-6,3,1,17,2010,16016
-5.8,3,1,18,2010,16360
-6.6,3,1,19,2010,16408
-6.2,3,1,20,2010,16128
-6.6,3,1,21,2010,16184
-7.4,3,1,22,2010,16040
-7.9,3,1,23,2010,15760
-6.8,4,1,0,2010,15280
-6.7,4,1,1,2010,14896
-7.3,4,1,2,2010,14672
-5.8,4,1,3,2010,14728
-5.7,4,1,4,2010,14768
-6.4,4,1,5,2010,14936
-7.2,4,1,6,2010,15248
-7.8,4,1,7,2010,15864
-8.7,4,1,8,2010,16568
-8.7,4,1,9,2010,16784
-8.6,4,1,10,2010,16576
-7.4,4,1,11,2010,16464
-6.8,4,1,12,2010,16072
-6.5,4,1,13,2010,15648
-6.5,4,1,14,2010,15368
-6.1,4,1,15,2010,15344
-6.8,4,1,16,2010,15496
-7.3,4,1,17,2010,16224
-7.4,4,1,18,2010,16480
-7.3,4,1,19,2010,16544
-7.1,4,1,20,2010,16336
-7.3,4,1,21,2010,16304
-7.2,4,1,22,2010,16168
-6.7,4,1,23,2010,15840
-6.9,5,1,0,2010,15312
-7.2,5,1,1,2010,14808
-7.4,5,1,2,2010,14688
-7.4,5,1,3,2010,14656
-7.7,5,1,4,2010,14672
-7.6,5,1,5,2010,14832
-7.6,5,1,6,2010,15184
-7.7,5,1,7,2010,15728
-8,5,1,8,2010,16456
-8.1,5,1,9,2010,16544
-7.6,5,1,10,2010,16368
-7.4,5,1,11,2010,16208
-7.1,5,1,12,2010,16016
-6.8,5,1,13,2010,15832
-6.6,5,1,14,2010,15704
-6.3,5,1,15,2010,15568
-6.3,5,1,16,2010,15824
-6.2,5,1,17,2010,16264
-6.1,5,1,18,2010,16384
-6,5,1,19,2010,16176
-5.8,5,1,20,2010,16048
-5.9,5,1,21,2010,15968
-5.7,5,1,22,2010,15664
-5.7,5,1,23,2010,15504
-5.2,6,1,0,2010,14968
-5.2,6,1,1,2010,14352
-5.5,6,1,2,2010,14160
-5.7,6,1,3,2010,14136
-5.8,6,1,4,2010,14192
-5.5,6,1,5,2010,14240
-5.5,6,1,6,2010,14472
-5.4,6,1,7,2010,15152
-5.2,6,1,8,2010,15872
-5.2,6,1,9,2010,16024
-5.1,6,1,10,2010,15792
-4.8,6,1,11,2010,15664
-4.7,6,1,12,2010,15304
-4.3,6,1,13,2010,15008
-3.9,6,1,14,2010,14736
-3.4,6,1,15,2010,14728
-2.9,6,1,16,2010,14912
-2.4,6,1,17,2010,15424
-1.9,6,1,18,2010,15816
-1.8,6,1,19,2010,15688
-2.2,6,1,20,2010,15536
-2.3,6,1,21,2010,15120
-2.6,6,1,22,2010,14880
-2.7,6,1,23,2010,14544
-2.4,7,1,0,2010,13984
-2.4,7,1,1,2010,13632
-2.5,7,1,2,2010,13432
-2.4,7,1,3,2010,13240
-2.4,7,1,4,2010,13248
-2.1,7,1,5,2010,13240
-2.1,7,1,6,2010,13248
-2.3,7,1,7,2010,13424
-1.6,7,1,8,2010,13696
-1.6,7,1,9,2010,14144
-1.6,7,1,10,2010,14632
-1.7,7,1,11,2010,14840
-1.7,7,1,12,2010,14824
-1.3,7,1,13,2010,14736
-1.4,7,1,14,2010,14600
-1.3,7,1,15,2010,14608
-1.2,7,1,16,2010,14656
-1.3,7,1,17,2010,15008
-1,7,1,18,2010,15264
-0.8,7,1,19,2010,15144
-1.2,7,1,20,2010,14888
-0.7,7,1,21,2010,14432
-0.9,7,1,22,2010,13984
-1.3,7,1,23,2010,13856
-1.3,1,1,0,2010,13616
-1.3,1,1,1,2010,13280
-1.7,1,1,2,2010,13072
-1.7,1,1,3,2010,13000
-1.7,1,1,4,2010,12928
-1.9,1,1,5,2010,13032
-1.9,1,1,6,2010,13048
-1.9,1,1,7,2010,13232
-1.7,1,1,8,2010,13368
-1.4,1,1,9,2010,13720
-1.1,1,1,10,2010,14072
-0.5,1,1,11,2010,14456
-0.3,1,1,12,2010,14432
0,1,1,13,2010,14352
-0.2,1,1,14,2010,14136
-0.4,1,1,15,2010,14040
-0.5,1,1,16,2010,14192
-0.8,1,1,17,2010,14368
-1,1,1,18,2010,14368
-1.2,1,1,19,2010,14224
-1.3,1,1,20,2010,14128
-1.6,1,1,21,2010,14096
-1.7,1,1,22,2010,13776
-1.7,1,1,23,2010,13408
-1.8,2,1,0,2010,12912
-2,2,1,1,2010,12544
-2,2,1,2,2010,12432
-2.1,2,1,3,2010,12368
-2,2,1,4,2010,12440
-2.1,2,1,5,2010,12520
-2.1,2,1,6,2010,12816
-2.1,2,1,7,2010,13520
-2,2,1,8,2010,14128
-1.7,2,1,9,2010,14192
-1.7,2,1,10,2010,14064
-1.6,2,1,11,2010,13952
-1.7,2,1,12,2010,13840
-1.6,2,1,13,2010,13808
-1.5,2,1,14,2010,13656
-1.3,2,1,15,2010,13456
-1.2,2,1,16,2010,13632
-1.3,2,1,17,2010,14056
-1.4,2,1,18,2010,14336
-1.4,2,1,19,2010,14232
-1.4,2,1,20,2010,13992
-1.2,2,1,21,2010,13864
-1.3,2,1,22,2010,13728
-1.4,2,1,23,2010,13280
-1.4,3,1,0,2010,12832
-1.4,3,1,1,2010,12280
-1.6,3,1,2,2010,12208
-1.8,3,1,3,2010,12208
-2,3,1,4,2010,12200
-2.1,3,1,5,2010,12368
-2.1,3,1,6,2010,12696
-2.3,3,1,7,2010,13272
-2.3,3,1,8,2010,13928
-2.2,3,1,9,2010,14144
-2.2,3,1,10,2010,14000
-2.1,3,1,11,2010,13904
-1.8,3,1,12,2010,13808
-1.4,3,1,13,2010,13704
-1.3,3,1,14,2010,13672
-1.2,3,1,15,2010,13632
-1.5,3,1,16,2010,13792
-1.5,3,1,17,2010,14312
-2.8,3,1,18,2010,14552
-3.2,3,1,19,2010,14576
-2.8,3,1,20,2010,14456
-2.5,3,1,21,2010,14272
-2.5,3,1,22,2010,14056
-2.4,3,1,23,2010,13712
-2.4,4,1,0,2010,13112
-2.4,4,1,1,2010,12704
-2.3,4,1,2,2010,12520
-2.3,4,1,3,2010,12536
-2.3,4,1,4,2010,12520
-2.3,4,1,5,2010,12656
-2.3,4,1,6,2010,13040
-2.4,4,1,7,2010,13648
-2.4,4,1,8,2010,14296
-2.4,4,1,9,2010,14488
-2.4,4,1,10,2010,14368
-2.4,4,1,11,2010,14304
-2.5,4,1,12,2010,14208
-2.5,4,1,13,2010,14080
-2.5,4,1,14,2010,14096
-2.2,4,1,15,2010,14120
-2.2,4,1,16,2010,14176
-2,4,1,17,2010,14512
-2,4,1,18,2010,14792
-2.4,4,1,19,2010,14672
-2.8,4,1,20,2010,14624
-2.8,4,1,21,2010,14408
-2.7,4,1,22,2010,14256
-2.9,4,1,23,2010,13952
-3.1,5,1,0,2010,13544
-3,5,1,1,2010,13072
-3,5,1,2,2010,12776
-2.8,5,1,3,2010,12776
-2.7,5,1,4,2010,12800
-2.6,5,1,5,2010,12992
-2.3,5,1,6,2010,13264
-2.1,5,1,7,2010,13808
-2.1,5,1,8,2010,14376
-1.8,5,1,9,2010,14616
-1.5,5,1,10,2010,14360
-1.2,5,1,11,2010,14192
-1.1,5,1,12,2010,14032
-1.1,5,1,13,2010,13832
-0.9,5,1,14,2010,13752
-1.1,5,1,15,2010,13808
-1.1,5,1,16,2010,13752
-1.2,5,1,17,2010,14144
-1.3,5,1,18,2010,14408
-1.4,5,1,19,2010,14344
-1.5,5,1,20,2010,14296
-1.6,5,1,21,2010,14176
-1.6,5,1,22,2010,13984
-1.7,5,1,23,2010,13744
-1.8,6,1,0,2010,13280
-1.8,6,1,1,2010,12808
-1.8,6,1,2,2010,12616
-1.9,6,1,3,2010,12640
-2,6,1,4,2010,12640
-2.4,6,1,5,2010,12744
-2.5,6,1,6,2010,12920
-2.9,6,1,7,2010,13656
-3.1,6,1,8,2010,14376
-3.2,6,1,9,2010,14512
-3.2,6,1,10,2010,14416
-2.9,6,1,11,2010,14368
-2.8,6,1,12,2010,14192
-2.6,6,1,13,2010,14160
-2.4,6,1,14,2010,14144
-2.3,6,1,15,2010,14008
-2.3,6,1,16,2010,14248
-2.2,6,1,17,2010,14552
-2.2,6,1,18,2010,14888
-2.2,6,1,19,2010,14944
-2.1,6,1,20,2010,14720
-2.1,6,1,21,2010,14336
-2.3,6,1,22,2010,14040
-2.4,6,1,23,2010,13656
-2.3,7,1,0,2010,13344
-2.2,7,1,1,2010,12944
-2.2,7,1,2,2010,12640
-2.2,7,1,3,2010,12672
-2.3,7,1,4,2010,12600
-2.4,7,1,5,2010,12608
-2.5,7,1,6,2010,12688
-2.5,7,1,7,2010,12872
-2.5,7,1,8,2010,13312
-2.5,7,1,9,2010,13624
-2.4,7,1,10,2010,14176
-2.2,7,1,11,2010,14448
-2,7,1,12,2010,14272
-1.8,7,1,13,2010,13880
-1.7,7,1,14,2010,13760
-2,7,1,15,2010,13712
-2.2,7,1,16,2010,13736
-2.3,7,1,17,2010,14288
-2.6,7,1,18,2010,14888
-3.1,7,1,19,2010,15072
-3.5,7,1,20,2010,14808
-4.1,7,1,21,2010,14496
-4.6,7,1,22,2010,14264
-4.9,7,1,23,2010,14008
-5.1,1,1,0,2010,13720
-5.2,1,1,1,2010,13608
-5.3,1,1,2,2010,13376
-5.5,1,1,3,2010,13240
-5.6,1,1,4,2010,13272
-5.2,1,1,5,2010,13368
-5.1,1,1,6,2010,13416
-5,1,1,7,2010,13408
-4.9,1,1,8,2010,13656
-4.5,1,1,9,2010,13928
-4.4,1,1,10,2010,14368
-4.3,1,1,11,2010,14912
-4.4,1,1,12,2010,14976
-4.5,1,1,13,2010,14576
-4.6,1,1,14,2010,14384
-4.5,1,1,15,2010,14288
-4.6,1,1,16,2010,14416
-4.6,1,1,17,2010,14768
-4.6,1,1,18,2010,14960
-4.7,1,1,19,2010,14912
-4.9,1,1,20,2010,14992
-5.1,1,1,21,2010,14912
-5.1,1,1,22,2010,14776
-5.3,1,1,23,2010,14544
-5.4,2,1,0,2010,14240
-5.1,2,1,1,2010,13840
-5.4,2,1,2,2010,13696
-5.7,2,1,3,2010,13624
-5.7,2,1,4,2010,13704
-5.7,2,1,5,2010,13800
-5.8,2,1,6,2010,14008
-5.7,2,1,7,2010,14768
-5.5,2,1,8,2010,15400
-5.5,2,1,9,2010,15496
-5.2,2,1,10,2010,15472
-4.5,2,1,11,2010,15248
-4.3,2,1,12,2010,14832
-3.9,2,1,13,2010,14304
-3.4,2,1,14,2010,13904
-4.4,2,1,15,2010,13848
-4.8,2,1,16,2010,14064
-5.8,2,1,17,2010,14648
-6.2,2,1,18,2010,15528
-7.2,2,1,19,2010,15616
-8,2,1,20,2010,15536
-7.4,2,1,21,2010,15640
-8.2,2,1,22,2010,15616
-8.3,2,1,23,2010,15480
-7.6,3,1,0,2010,14904
-9,3,1,1,2010,14560
-9.4,3,1,2,2010,14400
-10.3,3,1,3,2010,14448
-10,3,1,4,2010,14504
-9.9,3,1,5,2010,14720
-11.2,3,1,6,2010,15120
-9.6,3,1,7,2010,15840
-10.4,3,1,8,2010,16632
-10.3,3,1,9,2010,16856
-10,3,1,10,2010,16704
-9.5,3,1,11,2010,16416
-8.5,3,1,12,2010,15840
-8,3,1,13,2010,15472
-6.4,3,1,14,2010,15280
-5.8,3,1,15,2010,15152
-4.4,3,1,16,2010,15368
-3.4,3,1,17,2010,15688
-3.2,3,1,18,2010,16120
-3.3,3,1,19,2010,15928
-3.4,3,1,20,2010,15824
-3.2,3,1,21,2010,15584
-2.8,3,1,22,2010,15264
-2.3,3,1,23,2010,14960
-2.5,4,1,0,2010,14192
-2.7,4,1,1,2010,13712
-2.8,4,1,2,2010,13264
-3.1,4,1,3,2010,13224
-3,4,1,4,2010,13200
-2.4,4,1,5,2010,13256
-1,4,1,6,2010,13456
-0.1,4,1,7,2010,14016
-0.1,4,1,8,2010,14680
1,4,1,9,2010,14672
0.9,4,1,10,2010,14392
1.6,4,1,11,2010,14256
1.3,4,1,12,2010,13968
1.2,4,1,13,2010,13648
0.4,4,1,14,2010,13592
-0.3,4,1,15,2010,13352
-1.1,4,1,16,2010,13232
0,4,1,17,2010,13568
0.3,4,1,18,2010,14056
-0.5,4,1,19,2010,14064
-0.9,4,1,20,2010,13920
-0.9,4,1,21,2010,13840
-0.8,4,1,22,2010,13720
-1.3,4,1,23,2010,13368
-0.9,5,1,0,2010,12920
-1.7,5,1,1,2010,12544
-2.1,5,1,2,2010,12352
-2.3,5,1,3,2010,12424
-2.1,5,1,4,2010,12472
-2.2,5,1,5,2010,12704
-2.4,5,1,6,2010,13072
-2.9,5,1,7,2010,13688
-2.6,5,1,8,2010,14448
-2.5,5,1,9,2010,14552
-2,5,1,10,2010,14248
-2.1,5,1,11,2010,13816
-1.6,5,1,12,2010,13328
-1,5,1,13,2010,12816
-0.2,5,1,14,2010,12600
-0.5,5,1,15,2010,12488
-0.5,5,1,16,2010,12584
-1,5,1,17,2010,13208
-1.6,5,1,18,2010,13848
-1.9,5,1,19,2010,13896
-2.3,5,1,20,2010,13864
-2.3,5,1,21,2010,13800
-2.1,5,1,22,2010,13744
-2.7,5,1,23,2010,13432
-2.7,6,1,0,2010,12912
-3.4,6,1,1,2010,12608
-3.7,6,1,2,2010,12472
-3.9,6,1,3,2010,12488
-4,6,1,4,2010,12568
-4.3,6,1,5,2010,12664
-4.4,6,1,6,2010,12968
-4.9,6,1,7,2010,13736
-5.4,6,1,8,2010,14592
-5.7,6,1,9,2010,14800
-6.3,6,1,10,2010,14832
-6.3,6,1,11,2010,14848
-6.7,6,1,12,2010,14800
-6.6,6,1,13,2010,14720
-7.2,6,1,14,2010,14640
-7.4,6,1,15,2010,14592
-8.1,6,1,16,2010,14792
-8.3,6,1,17,2010,15304
-8.5,6,1,18,2010,16048
-8.6,6,1,19,2010,16336
-8.9,6,1,20,2010,16240
-9.1,6,1,21,2010,15952
-10.3,6,1,22,2010,15664
-10.6,6,1,23,2010,15440
-10.7,7,1,0,2010,15160
-11.1,7,1,1,2010,14920
-11.3,7,1,2,2010,14688
-11.5,7,1,3,2010,14720
-11.9,7,1,4,2010,14808
-12.2,7,1,5,2010,14944
-12.3,7,1,6,2010,15168
-12.3,7,1,7,2010,15336
-12.1,7,1,8,2010,15888
-11.9,7,1,9,2010,16208
-11.7,7,1,10,2010,16584
-11.1,7,1,11,2010,16992
-10.5,7,1,12,2010,16640
-10,7,1,13,2010,16480
-9.6,7,1,14,2010,16040
-9.3,7,1,15,2010,16000
-9.3,7,1,16,2010,15984
-9.4,7,1,17,2010,16304
-9.8,7,1,18,2010,16968
-9.9,7,1,19,2010,17240
-10.1,7,1,20,2010,16976
-10.3,7,1,21,2010,16672
-10.6,7,1,22,2010,16480
-10.6,7,1,23,2010,16144
-10.7,1,1,0,2010,15760
-10.8,1,1,1,2010,15520
-10.8,1,1,2,2010,15328
-10.9,1,1,3,2010,15288
-11.1,1,1,4,2010,15240
-11.3,1,1,5,2010,15336
-11.1,1,1,6,2010,15384
-11,1,1,7,2010,15568
-11.1,1,1,8,2010,15720
-10.9,1,1,9,2010,15968
-10.8,1,1,10,2010,16488
-10.6,1,1,11,2010,16880
-10.6,1,1,12,2010,16984
-10.4,1,1,13,2010,16792
-10.2,1,1,14,2010,16744
-9.9,1,1,15,2010,16656
-9.9,1,1,16,2010,16560
-9.9,1,1,17,2010,16672
-9.8,1,1,18,2010,17040
-9.8,1,1,19,2010,16840
-10,1,1,20,2010,16776
-10.5,1,1,21,2010,16736
-10.7,1,1,22,2010,16584
-10.8,1,1,23,2010,16232
-10.7,2,2,0,2010,15880
-10.6,2,2,1,2010,15672
-11.2,2,2,2,2010,15488
-11.9,2,2,3,2010,15504
-12.9,2,2,4,2010,15624
-13.5,2,2,5,2010,15808
-13.7,2,2,6,2010,16200
-14.3,2,2,7,2010,17040
-14.4,2,2,8,2010,17904
-14.5,2,2,9,2010,18008
-14,2,2,10,2010,17784
-12.4,2,2,11,2010,17592
-11.6,2,2,12,2010,17024
-10.8,2,2,13,2010,16720
-11.6,2,2,14,2010,16368
-12.1,2,2,15,2010,16216
-12.2,2,2,16,2010,16288
-13.4,2,2,17,2010,16776
-13.9,2,2,18,2010,17688
-14.5,2,2,19,2010,17800
-13.3,2,2,20,2010,17768
-13.6,2,2,21,2010,17656
-13.1,2,2,22,2010,17472
-13.1,2,2,23,2010,17152
-13.3,3,2,0,2010,16568
-13.4,3,2,1,2010,16264
-13.7,3,2,2,2010,16184
-13.9,3,2,3,2010,16160
-13.8,3,2,4,2010,16216
-13.6,3,2,5,2010,16320
-13.1,3,2,6,2010,16592
-12.7,3,2,7,2010,17224
-12.3,3,2,8,2010,18192
-11.9,3,2,9,2010,18128
-11.5,3,2,10,2010,17824
-10.6,3,2,11,2010,17712
-9.9,3,2,12,2010,17280
-9.4,3,2,13,2010,16992
-8.9,3,2,14,2010,17056
-8.4,3,2,15,2010,17072
-7.8,3,2,16,2010,17008
-7.2,3,2,17,2010,17040
-6.7,3,2,18,2010,17456
-6,3,2,19,2010,17400
-5.1,3,2,20,2010,17032
-4.5,3,2,21,2010,16720
-4.1,3,2,22,2010,16544
-3.7,3,2,23,2010,16056
-3.9,4,2,0,2010,15416
-3.9,4,2,1,2010,14880
-3.9,4,2,2,2010,14736
-3.9,4,2,3,2010,14584
-3.7,4,2,4,2010,14552
-3.8,4,2,5,2010,14632
-3.7,4,2,6,2010,14944
-3.4,4,2,7,2010,15504
-3.2,4,2,8,2010,16192
-3.2,4,2,9,2010,16088
-3,4,2,10,2010,15968
-2.5,4,2,11,2010,15504
-2,4,2,12,2010,15168
-1.8,4,2,13,2010,14968
-1.5,4,2,14,2010,14760
-1.4,4,2,15,2010,14680
-1.5,4,2,16,2010,14672
-2,4,2,17,2010,14928
-1.9,4,2,18,2010,15400
-2,4,2,19,2010,15376
-2.2,4,2,20,2010,15088
-2.2,4,2,21,2010,14888
-2.3,4,2,22,2010,14752
-2.4,4,2,23,2010,14344
-2.8,5,2,0,2010,13784
-3,5,2,1,2010,13344
-3.2,5,2,2,2010,13160
-3.7,5,2,3,2010,13264
-3.8,5,2,4,2010,13352
-3.8,5,2,5,2010,13464
-3.1,5,2,6,2010,13752
-3.1,5,2,7,2010,14360
-3.1,5,2,8,2010,14992
-3.1,5,2,9,2010,14944
-2.7,5,2,10,2010,14824
-2.3,5,2,11,2010,14752
-2.2,5,2,12,2010,14320
-1.7,5,2,13,2010,14112
-1.6,5,2,14,2010,13824
-1.8,5,2,15,2010,13848
-2,5,2,16,2010,13896
